Mdt;Valore Livello;Valore Liv. Superiore;Valore Liv. Superiore_1;Str.;C;Liv.Sede;Tipo ogg.;Prof.cat.;Codice attività Addizionale;Documento PM;Check
  100;00            ;                     ;                     ;Z-RES;E;3       ;          ;FL00000E ;                           ;            ;00_3
  100;00            ;01                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_1E_5
  100;00            ;01                   ;2E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_2E_5
  100;00            ;01                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_3E_5
  100;00            ;01                   ;4E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_4E_5
  100;00            ;01                   ;5E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_5E_5
  100;00            ;01                   ;6E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_6E_5
  100;00            ;01                   ;7E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_7E_5
  100;00            ;01                   ;8E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_8E_5
  100;00            ;01                   ;9E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_9E_5
  100;00            ;01                   ;AE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_AE_5
  100;00            ;01                   ;BE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_BE_5
  100;00            ;01                   ;CE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_CE_5
  100;00            ;01                   ;DE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_DE_5
  100;00            ;01                   ;EE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_01_EE_5
  100;00            ;02                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_1E_5
  100;00            ;02                   ;2E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_2E_5
  100;00            ;02                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_3E_5
  100;00            ;02                   ;4E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_4E_5
  100;00            ;02                   ;5E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_5E_5
  100;00            ;02                   ;6E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_6E_5
  100;00            ;02                   ;7E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_7E_5
  100;00            ;02                   ;8E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_8E_5
  100;00            ;02                   ;9E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_9E_5
  100;00            ;02                   ;AE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_AE_5
  100;00            ;02                   ;BE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_BE_5
  100;00            ;02                   ;CE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_CE_5
  100;00            ;02                   ;DE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_DE_5
  100;00            ;02                   ;EE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_02_EE_5
  100;00            ;03                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_1E_5
  100;00            ;03                   ;2E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_2E_5
  100;00            ;03                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_3E_5
  100;00            ;03                   ;4E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_4E_5
  100;00            ;03                   ;5E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_5E_5
  100;00            ;03                   ;6E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_6E_5
  100;00            ;03                   ;7E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_7E_5
  100;00            ;03                   ;8E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_8E_5
  100;00            ;03                   ;9E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_9E_5
  100;00            ;03                   ;AE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_AE_5
  100;00            ;03                   ;BE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_BE_5
  100;00            ;03                   ;CE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_CE_5
  100;00            ;03                   ;DE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_DE_5
  100;00            ;03                   ;EE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_03_EE_5
  100;00            ;04                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_1E_5
  100;00            ;04                   ;2E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_2E_5
  100;00            ;04                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_3E_5
  100;00            ;04                   ;4E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_4E_5
  100;00            ;04                   ;5E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_5E_5
  100;00            ;04                   ;6E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_6E_5
  100;00            ;04                   ;7E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_7E_5
  100;00            ;04                   ;8E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_8E_5
  100;00            ;04                   ;9E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_9E_5
  100;00            ;04                   ;AE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_AE_5
  100;00            ;04                   ;BE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_BE_5
  100;00            ;04                   ;CE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_CE_5
  100;00            ;04                   ;DE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_DE_5
  100;00            ;04                   ;EE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_04_EE_5
  100;00            ;05                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_1E_5
  100;00            ;05                   ;2E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_2E_5
  100;00            ;05                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_3E_5
  100;00            ;05                   ;4E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_4E_5
  100;00            ;05                   ;5E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_5E_5
  100;00            ;05                   ;6E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_6E_5
  100;00            ;05                   ;7E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_7E_5
  100;00            ;05                   ;8E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_8E_5
  100;00            ;05                   ;9E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_9E_5
  100;00            ;05                   ;AE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_AE_5
  100;00            ;05                   ;BE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_BE_5
  100;00            ;05                   ;CE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_05_CE_5
  100;00            ;06                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_1E_5
  100;00            ;06                   ;2E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_2E_5
  100;00            ;06                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_3E_5
  100;00            ;06                   ;4E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_4E_5
  100;00            ;06                   ;5E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_5E_5
  100;00            ;06                   ;6E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_6E_5
  100;00            ;06                   ;7E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_7E_5
  100;00            ;06                   ;8E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_8E_5
  100;00            ;06                   ;9E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_9E_5
  100;00            ;06                   ;AE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_AE_5
  100;00            ;06                   ;BE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_BE_5
  100;00            ;06                   ;CE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_06_CE_5
  100;00            ;07                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_1E_5
  100;00            ;07                   ;2E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_2E_5
  100;00            ;07                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_3E_5
  100;00            ;07                   ;4E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_4E_5
  100;00            ;07                   ;5E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_5E_5
  100;00            ;07                   ;6E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_6E_5
  100;00            ;07                   ;7E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_7E_5
  100;00            ;07                   ;8E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_8E_5
  100;00            ;07                   ;9E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_9E_5
  100;00            ;07                   ;AE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_AE_5
  100;00            ;07                   ;BE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_BE_5
  100;00            ;07                   ;CE                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_07_CE_5
  100;00            ;08                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_08_1E_5
  100;00            ;08                   ;2E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_08_2E_5
  100;00            ;08                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_08_3E_5
  100;00            ;09                   ;1E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_09_1E_5
  100;00            ;09                   ;3E                   ;Z-RES;E;5       ;FL_OTHER  ;FL00000E ;                           ;            ;00_09_3E_5
  100;00            ;0E                   ;                     ;Z-RES;E;4       ;FL_OTHER  ;FL00000E ;                           ;            ;00_0E_4
  100;01            ;0E                   ;                     ;Z-RES;E;4       ;          ;FL00000E ;                           ;            ;01_0E_4
  100;01            ;1E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_1E_4
  100;01            ;2E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_2E_4
  100;01            ;3E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_3E_4
  100;01            ;4E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_4E_4
  100;01            ;5E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_5E_4
  100;01            ;6E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_6E_4
  100;01            ;7E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_7E_4
  100;01            ;8E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_8E_4
  100;01            ;9E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_9E_4
  100;01            ;AE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_AE_4
  100;01            ;BE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_BE_4
  100;01            ;CE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_CE_4
  100;01            ;DE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_DE_4
  100;01            ;EE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;01_EE_4
  100;01            ;LN                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;01_LN_LA_6
  100;01            ;LP                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;01_LP_LA_6
  100;01            ;LU                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;01_LU_LA_6
  100;01            ;M1                   ;1T                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_M1_1T_6
  100;01            ;MA                   ;1M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_1M_6
  100;01            ;MA                   ;2M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_2M_6
  100;01            ;MA                   ;3M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_3M_6
  100;01            ;MA                   ;4M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_4M_6
  100;01            ;MA                   ;5M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_5M_6
  100;01            ;MA                   ;6M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_6M_6
  100;01            ;MA                   ;7M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_7M_6
  100;01            ;MA                   ;8M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_8M_6
  100;01            ;MA                   ;9M                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_9M_6
  100;01            ;MA                   ;AM                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_AM_6
  100;01            ;MA                   ;BM                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_BM_6
  100;01            ;MA                   ;CM                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_CM_6
  100;01            ;MA                   ;DM                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_DM_6
  100;01            ;MA                   ;EM                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;01_MA_EM_6
  100;01            ;RE                   ;0A                   ;Z-RES;E;5       ;FL_AUXSYST;FL00000E ;                           ;            ;01_RE_0A_5
  100;01            ;SB                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;01_SB_LA_6
  100;01            ;TR                   ;SA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;01_TR_SA_6
  100;01            ;TS                   ;SA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;01_TS_SA_6
  100;02            ;0E                   ;                     ;Z-RES;E;4       ;          ;FL00000E ;                           ;            ;02_0E_4
  100;02            ;1E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_1E_4
  100;02            ;2E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_2E_4
  100;02            ;3E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_3E_4
  100;02            ;4E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_4E_4
  100;02            ;5E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_5E_4
  100;02            ;6E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_6E_4
  100;02            ;7E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_7E_4
  100;02            ;8E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_8E_4
  100;02            ;9E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_9E_4
  100;02            ;AE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_AE_4
  100;02            ;BE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_BE_4
  100;02            ;CE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_CE_4
  100;02            ;DE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_DE_4
  100;02            ;EE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;02_EE_4
  100;02            ;LN                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;02_LN_LA_6
  100;02            ;LP                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;02_LP_LA_6
  100;02            ;M1                   ;1T                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;02_M1_1T_6
  100;02            ;RE                   ;0A                   ;Z-RES;E;5       ;FL_AUXSYST;FL00000E ;                           ;            ;02_RE_0A_5
  100;02            ;SG                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;02_SG_LA_6
  100;02            ;TR                   ;SA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;02_TR_SA_6
  100;03            ;0E                   ;                     ;Z-RES;E;4       ;          ;FL00000E ;                           ;            ;03_0E_4
  100;03            ;1E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_1E_4
  100;03            ;2E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_2E_4
  100;03            ;3E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_3E_4
  100;03            ;4E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_4E_4
  100;03            ;5E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_5E_4
  100;03            ;6E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_6E_4
  100;03            ;7E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_7E_4
  100;03            ;8E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_8E_4
  100;03            ;9E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_9E_4
  100;03            ;AE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_AE_4
  100;03            ;BE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_BE_4
  100;03            ;CE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_CE_4
  100;03            ;DE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_DE_4
  100;03            ;EE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;03_EE_4
  100;03            ;LN                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;03_LN_LA_6
  100;03            ;LP                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;03_LP_LA_6
  100;03            ;M1                   ;1T                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;03_M1_1T_6
  100;03            ;TR                   ;SA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;03_TR_SA_6
  100;04            ;0E                   ;                     ;Z-RES;E;4       ;          ;FL00000E ;                           ;            ;04_0E_4
  100;04            ;1E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_1E_4
  100;04            ;2E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_2E_4
  100;04            ;3E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_3E_4
  100;04            ;4E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_4E_4
  100;04            ;5E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_5E_4
  100;04            ;6E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_6E_4
  100;04            ;7E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_7E_4
  100;04            ;8E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_8E_4
  100;04            ;9E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_9E_4
  100;04            ;AE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_AE_4
  100;04            ;BE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_BE_4
  100;04            ;CE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_CE_4
  100;04            ;DE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_DE_4
  100;04            ;EE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;04_EE_4
  100;04            ;LP                   ;LA                   ;Z-RES;E;6       ;FL_AUXSYST;FL00000E ;                           ;            ;04_LP_LA_6
  100;04            ;M1                   ;1T                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;04_M1_1T_6
  100;05            ;0E                   ;                     ;Z-RES;E;4       ;          ;FL00000E ;                           ;            ;05_0E_4
  100;05            ;1E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_1E_4
  100;05            ;2E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_2E_4
  100;05            ;3E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_3E_4
  100;05            ;4E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_4E_4
  100;05            ;5E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_5E_4
  100;05            ;6E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_6E_4
  100;05            ;7E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_7E_4
  100;05            ;8E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_8E_4
  100;05            ;9E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_9E_4
  100;05            ;AE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_AE_4
  100;05            ;BE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_BE_4
  100;05            ;CE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;05_CE_4
  100;05            ;M1                   ;1T                   ;Z-RES;E;6       ;FL_MVSECT ;FL00000E ;                           ;            ;05_M1_1T_6
  100;06            ;0E                   ;                     ;Z-RES;E;4       ;          ;FL00000E ;                           ;            ;06_0E_4
  100;06            ;1E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_1E_4
  100;06            ;2E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_2E_4
  100;06            ;3E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_3E_4
  100;06            ;4E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_4E_4
  100;06            ;5E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_5E_4
  100;06            ;6E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_6E_4
  100;06            ;7E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_7E_4
  100;06            ;8E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_8E_4
  100;06            ;9E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_9E_4
  100;06            ;AE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_AE_4
  100;06            ;BE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_BE_4
  100;06            ;CE                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;06_CE_4
  100;07            ;0E                   ;                     ;Z-RES;E;4       ;          ;FL00000E ;                           ;            ;07_0E_4
  100;07            ;1E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;07_1E_4
  100;07            ;2E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;07_2E_4
  100;07            ;3E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;07_3E_4
  100;07            ;4E                   ;                     ;Z-RES;E;4       ;FL_FIELDBE;FL00000E ;                           ;            ;07_4E_4
